path,sourceWordPressId,sourceTitle,importStatus,userReviewStatus,metadataStatus,pageTypeSchemaStatus,relationshipStatus,designStatus,implementationStatus,templateFamily,pageType,schemaType,titleTag,metaDescription,primaryKeyword,secondaryKeywords,phraseHeadings,positioningFrame,copyAngle,examplesToInclude,languageToAvoid,primaryParent,relatedChildren,gutenbergBasicsPlan,userImplementationInstruction,dirtyNotes,proposedPageTitle,proposedTitleTag,serviceMenuRole,serviceMenuDepth,serviceMenuParent,serviceMenuLabel,serviceMenuChildren
/faq/cost/,34,"Therapy Cost in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,faq,FAQ/support,MedicalWebPage; FAQPage,"Therapy Cost in Louisville, KY | LMHG","Answers about therapy cost in Louisville, KY, Medicaid, commercial insurance, private pay, coverage checks, and cost questions for LMHG mental health services.",therapy cost louisville ky,medicaid therapy louisville ky; therapy insurance louisville ky,Cost questions before starting; Medicaid and insurance checks; What can affect cost or coverage,Cost / insurance questions,"Plain, careful, and non-promissory. Encourage verification.",Coverage check; Medicaid; commercial insurance; private pay; service-specific benefits,guaranteed coverage; payer authorization jargon; quote language,/faq/,,FAQ template: question groups using accessible heading structure and Details/Accordion-style blocks if approved; FAQ schema only when visible Q&A content exists.,,,,,,,,,
/faq/our-approach/,35,Louisville Mental Health Group Approach,matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,faq,FAQ/support,MedicalWebPage; FAQPage,Louisville Mental Health Group Approach | LMHG,"The Louisville Mental Health Group approach helps clients find a practical starting point for therapy, case management, community support, and care settings.",louisville mental health group approach,team based mental health care louisville ky; practical mental health support louisville ky,Start with what is happening now; Provider fit and care setting fit; Practical support without pressure,Approach / care philosophy,"Describe approach as practical matching and connected support, not a proprietary treatment model.",First request; matching; therapy plus support; care settings; family context,proprietary model; holistic healing journey; hospital care pathway,/faq/,,FAQ template: question groups using accessible heading structure and Details/Accordion-style blocks if approved; FAQ schema only when visible Q&A content exists.,,,,,,,,,
/group-therapy/,36,"Group Therapy in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,user-confirmed-service-menu,requires-user-design-transplant-decision,not-approved-for-wordpress-write,service,Broad service category,MedicalWebPage; FAQPage,"Group Therapy in Louisville, KY | LMHG","Group therapy in Louisville for structured support, guided discussion, shared learning, skill practice, connection, and steady next steps.",group therapy louisville ky,group counseling louisville ky; therapy groups louisville ky,Structured support with others; What group therapy can offer; Skills and connection in a guided setting,Group therapy,"Use simple expectations: guided, structured, not just open sharing.",Skill practice; peer connection; guided discussion; when group is not the best fit,group modality; psychoeducation curriculum; process group jargon,/services/,,"Broad service template: hero Group, service-routing card Grid, explanatory sections, related services, FAQ section, CTA. Use core Group/Columns/List/Buttons/Details where possible.",,,,,core-service,1,,Group Therapy,
/individual-counseling/,37,"Individual Therapy in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,user-confirmed-service-menu,requires-user-design-transplant-decision,not-approved-for-wordpress-write,service,Broad service category,MedicalWebPage; FAQPage,"Individual Therapy and Counseling in Louisville, KY | LMHG","Individual therapy and counseling in Louisville for anxiety, depression, trauma, stress, grief, relationship strain, and life transitions.",individual therapy louisville ky,individual counseling louisville ky; adult therapy louisville ky,One-on-one support for what is happening now; When individual therapy may help; Therapy that can connect with other support,Therapy/counseling entry,"Use therapy language for search, but write conversationally about stress, mood, relationships, and next steps.",Adult stress; anxiety/depression; trauma; provider fit; referral to case management if barriers show up,patient presents with; symptomology; treatment protocol,/services/,/adult-counseling/; /anxiety-depression-therapy/,"Broad service template: hero Group, service-routing card Grid, explanatory sections, related services, FAQ section, CTA. Use core Group/Columns/List/Buttons/Details where possible.",,,,,core-service,1,,Individual Counseling,/adult-counseling/; /anxiety-depression-therapy/
/insurance/,38,"Medicaid Mental Health Services in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,trust,Access/support page,MedicalWebPage,"Medicaid Mental Health Services in Louisville, KY | LMHG","Medicaid mental health services in Louisville, KY may include therapy, counseling, case management, community support, and coverage checks at LMHG.",medicaid mental health services louisville ky,medicaid counseling louisville ky; therapy insurance louisville ky,"Medicaid, commercial insurance, and private pay; Coverage questions before care starts; Insurance for therapy and support services",Insurance / Medicaid access,"Use access language, not billing jargon. Be clear that coverage needs verification.",Medicaid; commercial plans; private pay; coverage check; services may differ by benefit,payer mix; reimbursement; eligibility determination as promise,/,,"Trust/support template: warm but factual page structure for team, contact, insurance, reviews, careers. Contact/insurance/cost language must stay consistent.",,,,,,,,,
/jefferson-county-ky/,39,"Mental Health Services in Jefferson County, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,location-access,Service area,MedicalWebPage,"Mental Health Services in Jefferson County, KY | LMHG","Mental health services in Jefferson County through LMHG therapy, counseling, case management, community support, telehealth, and in-home options.",mental health services jefferson county ky,therapy jefferson county ky; counseling jefferson county ky,Serving Jefferson County from Louisville; Therapy and practical support; Care settings that fit the situation,County service area,Avoid doorway copy. Explain actual service relationship to Louisville office and care settings.,Louisville office; nearby neighborhoods; telehealth; in-home/community support; insurance,Jefferson County clinic location; boilerplate local SEO,/locations/,,"Location/access template: one-office/multiple-setting language, setting facts, service links, conservative local SEO copy, CTA. Avoid doorway-page patterns.",,,,,,,,,
/locations/,40,"Mental Health Services Near Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,location-access,Locations hub,MedicalWebPage,"Mental Health Services Near Louisville, KY | LMHG","Mental health services near Louisville, KY are available through one office, telehealth, in-home care, school care, community care, and nearby service areas.",mental health services near louisville ky,louisville mental health practice; therapy near louisville ky,"One Louisville office, several care settings; In person, online, at home, school, or community; Service areas without fake offices",Care settings / local access,Be transparent: one office plus multiple service settings. Do not imply multiple physical locations.,Bardstown Road office; telehealth; in-home; school; community; county pages,locations near you everywhere; clinic network; branch offices,/,/locations/community/; /locations/in-home/; /locations/in-person/; /locations/online/; /locations/school/; /bullitt-county-ky/; /jefferson-county-ky/; /louisville-ky/; /oldham-county-ky/,"Location/access template: one-office/multiple-setting language, setting facts, service links, conservative local SEO copy, CTA. Avoid doorway-page patterns.",,,,,,,,,
/locations/community/,41,"Community-Based Mental Health Care in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,location-access,Care setting,MedicalWebPage,"Community-Based Mental Health Care in Louisville, KY | LMHG","Community-based mental health care in Louisville for resources, care coordination, daily-life barriers, skill-building, and support outside the office.",community based mental health care louisville ky,community mental health support louisville ky; case management louisville ky,Care outside the office when life is the barrier; Community support and care coordination; Practical help alongside therapy,Community-based care,Use this page to bridge the warm brand with social-service keywords.,Appointments; school/community needs; resources; daily skills; Medicaid; TCM/CSA,community behavioral health program; service utilization; agency case flow,/locations/,,"Location/access template: one-office/multiple-setting language, setting facts, service links, conservative local SEO copy, CTA. Avoid doorway-page patterns.",,,,,,,,,
/locations/in-home/,42,"In-Home Mental Health Services in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,location-access,Care setting,MedicalWebPage,"In-Home Mental Health Services in Louisville, KY | LMHG","In-home mental health services in Louisville for clients and families who need support tied to routines, access, family context, or daily life.",in home mental health services louisville ky,home based mental health services louisville ky; in home therapy louisville ky,Support connected to daily life; In-home services when appropriate; Home-based care without losing clinical focus,In-home care,Tie to practical barriers and family routines. Avoid making it sound like convenience medicine.,Home routines; child/family support; access barriers; TCM/CSA; therapy-in-your-home link,house call therapy as luxury; in-home program enrollment; facility-style eligibility language,/locations/,,"Location/access template: one-office/multiple-setting language, setting facts, service links, conservative local SEO copy, CTA. Avoid doorway-page patterns.",,,,,,,,,
/locations/in-person/,43,"In-Person Counseling in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,location-access,Care setting,MedicalWebPage,"In-Person Counseling in Louisville, KY | LMHG","In-person counseling in Louisville at LMHG for clients who prefer office-based therapy, provider fit, privacy, and a clear place to start.",in person counseling louisville ky,in office therapy louisville ky; louisville counseling office,Office-based care in Louisville; When in-person therapy may fit; Starting at the Bardstown Road office,Office-based care,Make the office setting concrete and calm. Avoid over-medical facility language.,First appointment; privacy; provider matching; office location; therapy/counseling fit,clinic appointment; outpatient facility; medical office workflow,/locations/,,"Location/access template: one-office/multiple-setting language, setting facts, service links, conservative local SEO copy, CTA. Avoid doorway-page patterns.",,,,,,,,,
/locations/online/,44,Online Therapy in Kentucky,matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,location-access,Care setting,MedicalWebPage,Online Therapy in Kentucky | LMHG,"Online therapy in Kentucky for clients who need telehealth counseling, scheduling flexibility, reduced travel, or distance-friendly mental health care.",online therapy kentucky,telehealth counseling kentucky; online counseling louisville ky,Telehealth when it fits the care plan; Online counseling from a Kentucky practice; When online therapy may or may not work,Telehealth,"Keep telehealth practical, not remote-only. Mention fit and limits.",Scheduling; transportation; rural distance; privacy at home; when in-person may be better,virtual care platform; telebehavioral health service line; remote-only brand language,/locations/,,"Location/access template: one-office/multiple-setting language, setting facts, service links, conservative local SEO copy, CTA. Avoid doorway-page patterns.",,,,,,,,,
/locations/school/,45,"School-Based Mental Health Support in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,location-access,Care setting,MedicalWebPage,"School-Based Mental Health Support in Louisville, KY | LMHG","School-based mental health support in Louisville for child and family concerns tied to behavior, stress, routines, caregivers, and coordination.",school based mental health support louisville ky,school counseling support louisville ky; child therapy school stress louisville ky,When school is part of the concern; Support connecting caregivers and school stress; Child and family care with practical coordination,School-connected support,Avoid implying LMHG replaces school counseling. Position as care that can coordinate around school-related concerns.,School avoidance; behavior calls; anxiety; caregiver-school communication; child counseling links,school mental health program; educational intervention plan; replace school counselor,/locations/,,"Location/access template: one-office/multiple-setting language, setting facts, service links, conservative local SEO copy, CTA. Avoid doorway-page patterns.",,,,,,,,,
/louisville-ky/,46,Louisville Mental Health Services and Counseling,matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,location-access,Service area,MedicalWebPage,Louisville Mental Health Services and Counseling | LMHG,"Louisville mental health services from a private practice offering counseling, therapy, case management, community support, and flexible care settings.",louisville mental health services,counseling louisville ky; therapy louisville ky,"A local Louisville practice; Counseling, therapy, and practical support; One office with flexible care settings",Local practice / service area,Use this as the local entity page. Distinguish real office from service settings.,Bardstown Road; Louisville families; office/telehealth/home/community; service mix,multiple Louisville clinics; hospital campus; generic city doorway copy,/locations/,,"Location/access template: one-office/multiple-setting language, setting facts, service links, conservative local SEO copy, CTA. Avoid doorway-page patterns.",,,,,,,,,
/meet-the-team/,47,"Mental Health Providers in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,trust,Team hub,AboutPage,"Mental Health Providers in Louisville, KY | LMHG","Meet LMHG mental health providers in Louisville, including therapists, counselors, case management, and community-based support team members.",mental health providers louisville ky,therapists louisville ky; counselors louisville ky,"A team approach to care; Matching clients with the right provider; Therapists, counselors, and support staff",Provider/team trust,Make team breadth visible without ranking individual credentials above care fit.,Provider matching; multiple backgrounds; therapy + TCM/CSA team; first appointment fit,provider roster as credential dump; clinicians only; hospital department staff,/,,"Trust/support template: warm but factual page structure for team, contact, insurance, reviews, careers. Contact/insurance/cost language must stay consistent.",,,,,,,,,
/not-found/,5,Page Not Found,public-only-gap,unreviewed,missing-from-lmhg-metadata,needs-classification,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,not-found,Not Found,MedicalWebPage,,,,,,,,,,/,,"Operational 404 template: short message, search/route links, no SEO migration claims.",,Public page has no matching LMHG metadata row; review before page creation.,,,,,,,
/oldham-county-ky/,48,"Mental Health Services in Oldham County, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,location-access,Service area,MedicalWebPage,"Mental Health Services in Oldham County, KY | LMHG","Mental health services for Oldham County clients through LMHG therapy, counseling, telehealth, case management, and community-based services.",mental health services oldham county ky,therapy oldham county ky; counseling oldham county ky,"Support for Oldham County clients; Private practice care with flexible settings; Therapy, counseling, and practical support",County service area,Local relevance plus truthful service coverage. No fake local branch.,Louisville office; telehealth; family/case management; insurance; care setting fit,Oldham County clinic; generic local doorway; hospital network language,/locations/,,"Location/access template: one-office/multiple-setting language, setting facts, service links, conservative local SEO copy, CTA. Avoid doorway-page patterns.",,,,,,,,,
/parenting-support/,49,"Parenting Support in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,user-confirmed-service-menu,requires-user-design-transplant-decision,not-approved-for-wordpress-write,specialty,Concern page,MedicalWebPage; FAQPage,"Parenting Support in Louisville, KY | LMHG","Parenting support in Louisville for behavior concerns, boundaries, routines, communication, co-parenting stress, and family stability.",parenting support louisville ky,parenting help louisville ky; parent counseling louisville ky,"Support for the parent side of the pattern; Boundaries, routines, and repair; When advice is not enough",Parenting support,"Make this practical and non-shaming. Parents should feel helped, not evaluated.",Morning routines; bedtime; school behavior; co-parent stress; de-escalation; caregiver fatigue,parent training compliance; poor parenting; dysfunctional home,/family-therapy/,,"Specialty/service template: hero Group with optional aside, practical support sections, related services/specialties, FAQ, CTA. Start from Gutenberg core blocks and add custom block patterns only after approval.",,,,,specialty-child,2,/family-therapy/,Parenting Support,
/play-therapy/,50,"Play Therapy in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,user-confirmed-service-menu,requires-user-design-transplant-decision,not-approved-for-wordpress-write,specialty,Service,MedicalWebPage; FAQPage,"Play Therapy in Louisville, KY | LMHG","Play therapy in Louisville for children who need age-appropriate support for feelings, behavior, stress, trauma, or family change.",play therapy louisville ky,child play therapy louisville ky; play therapist louisville ky,Play-based support for children; When play therapy may fit; Caregiver involvement and child counseling context,Play therapy,Use parent-facing plain language. Explain therapeutic play without making it sound like unstructured playtime.,Big feelings; behavior changes; family transitions; younger children; caregiver involvement; school stress,just playing; behavior problems as blame; guaranteed emotional breakthroughs,/child-counseling/,,"Specialty/service template: hero Group with optional aside, practical support sections, related services/specialties, FAQ, CTA. Start from Gutenberg core blocks and add custom block patterns only after approval.",,,,,specialty-child,2,/child-counseling/,Play Therapy,
/privacy-policy/,3,Privacy Policy for Louisville Mental Health Group,matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,legal-utility,Utility/legal,MedicalWebPage,Privacy Policy | Louisville Mental Health Group,"Privacy policy for Louisville Mental Health Group website use, practice-related information, records, privacy limits, and contact questions.",privacy policy louisville mental health group,lmhg privacy policy,Privacy policy; Website and practice-related information; Contact questions,Legal support,Do not optimize aggressively. Keep accurate and reviewed.,Privacy limits; website info; records; contact details,marketing rewrite; legal promises beyond policy,/faq/,,"Legal/utility template: prose-first, protected copy, minimal CTA pressure, no AI rewriting of legal meaning without explicit review.",,,,,,,,,
/relationship-counseling/,52,"Relationship Counseling in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,user-confirmed-service-menu,requires-user-design-transplant-decision,not-approved-for-wordpress-write,specialty,Service,MedicalWebPage; FAQPage,"Relationship Counseling in Louisville, KY | LMHG","Relationship counseling in Louisville for communication patterns, trust, conflict, emotional distance, repair, boundaries, and relationship decisions.",relationship counseling louisville ky,relationship therapy louisville ky; counseling for relationship problems louisville ky,Support for relationship patterns; When communication keeps breaking down; Deciding what needs to change next,Relationship counseling,"Broaden beyond married couples. Include partners, family relationships where appropriate, and decision support.",Boundaries; conflict loops; emotional distance; repair; individual vs couples starting point,relationship pathology; toxic dynamics as a label; dramatic ultimatum language,/couples-counseling/,,"Specialty/service template: hero Group with optional aside, practical support sections, related services/specialties, FAQ, CTA. Start from Gutenberg core blocks and add custom block patterns only after approval.",,,,,specialty-child,2,/couples-counseling/,Relationship Counseling,
/reviews/,53,Louisville Mental Health Group Reviews | Client Feedback,matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,trust,Trust page,MedicalWebPage,Louisville Mental Health Group Reviews | Client Feedback,"Read Louisville Mental Health Group reviews and feedback themes about counseling, therapy, family support, and practical mental health care.",louisville mental health group reviews,therapy reviews louisville ky; mental health practice reviews louisville ky,What clients and families notice; Trust signals for starting care; Reviews as one part of choosing a practice,Social proof,"Use reviews to reduce hesitation, not as hype. Keep clinical claims modest.",Access; helpful staff; provider fit; family support; practical care,best clinic claims; guaranteed satisfaction; review stuffing,/,,"Trust/support template: warm but factual page structure for team, contact, insurance, reviews, careers. Contact/insurance/cost language must stay consistent.",,,,,,,,,
/sample-page/,2,Sample Page,public-only-gap,unreviewed,missing-from-lmhg-metadata,needs-classification,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,needs-classification,Needs Classification,MedicalWebPage,,,,,,,,,,/,,Needs Gutenberg implementation pattern after classification for /sample-page/.,,Public page has no matching LMHG metadata row; review before page creation.,,,,,,,
/services/,54,"Mental Health Services in Louisville, KY",matched-public-and-lmhg,reviewed-confirmed-service-hub,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,service,Primary hub,MedicalWebPage,"Mental Health Services in Louisville, KY | LMHG","Compare mental health services in Louisville, KY including therapy, trauma therapy, family services, case management, community support, EMDR, and in-home care.",mental health services louisville ky,therapy and counseling louisville ky; community based mental health services louisville ky,"Find the right starting point; Therapy, counseling, and practical support; Services that can work together",Service navigation / full care model,Make the full service mix scannable. Explain that clients do not need to self-diagnose before reaching out.,"Short cards for therapy, trauma therapy, family services, court services, TCM, CSA, in-home care",service array; clinical continuum; comprehensive solutions,/,/child-counseling/; /community-based-services/; /couples-counseling/; /court-ordered/; /family-therapy/; /group-therapy/; /individual-counseling/; /trauma-therapy/,"Broad service template: hero Group, service-routing card Grid, explanatory sections, related services, FAQ section, CTA. Use core Group/Columns/List/Buttons/Details where possible.","Treat Mental Health Services in Louisville, KY as the Services hub, not the homepage.",,,,,,,,
/specialties/,55,"Mental Health Specialties in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,specialty,Specialties hub,MedicalWebPage,"Mental Health Specialties in Louisville, KY | LMHG","Mental health specialties in Louisville, KY include EMDR, play therapy, anxiety and depression therapy, case management, community support, parenting, and family care.",mental health specialties louisville ky,emdr therapy louisville ky; play therapy louisville ky,Focused care paths; Therapy specialties and practical supports; When a specific service may fit,Specific support paths,"Explain specialties broadly, not just modalities. Include community services as legitimate specialties.",EMDR; play therapy; anxiety/depression; parenting; TCM; CSA; family reunification,specialty clinic; subspecialty program; clinical menu only,/,,"Specialty/service template: hero Group with optional aside, practical support sections, related services/specialties, FAQ, CTA. Start from Gutenberg core blocks and add custom block patterns only after approval.",,,,,,,,,
/terms-of-use/,56,Terms of Use for Louisville Mental Health Group,matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,legal-utility,Utility/legal,MedicalWebPage,Terms of Use | Louisville Mental Health Group,"Terms of use for Louisville Mental Health Group website information, content limits, external links, general use, and contact questions.",terms of use louisville mental health group,lmhg terms of use,Terms of use; Website content limits; General information only,Legal support,Do not turn legal copy into marketing copy.,Website use; informational limits; external links; contact details,service promises; rewritten legal meaning,/faq/,,"Legal/utility template: prose-first, protected copy, minimal CTA pressure, no AI rewriting of legal meaning without explicit review.",,,,,,,,,
/therapy-in-your-home/,57,"In-Home Therapy in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,review-needed,requires-user-design-transplant-decision,not-approved-for-wordpress-write,specialty,Community/in-home service,MedicalWebPage; FAQPage,"In-Home Therapy in Louisville, KY | LMHG","In-home therapy in Louisville for clients and families who need mental health support connected to home routines, access barriers, and daily life.",in home therapy louisville ky,therapy in your home louisville ky; home based mental health services louisville ky,Care connected to home routines; When in-home support may fit; Mental health care beyond the office,In-home therapy / care setting,Write concretely about why home-based care helps without implying everyone qualifies or every service happens at home.,Routines; parenting support; access barriers; family context; TCM/CSA connection,home visits as convenience only; concierge therapy; clinical home intervention,/specialties/,,"Specialty/service template: hero Group with optional aside, practical support sections, related services/specialties, FAQ, CTA. Start from Gutenberg core blocks and add custom block patterns only after approval.",,,,,,,,,
/trauma-therapy/,58,"Trauma Therapy in Louisville, KY",matched-public-and-lmhg,unreviewed,candidate-clean,candidate-mostly-clean,user-confirmed-service-menu,requires-user-design-transplant-decision,not-approved-for-wordpress-write,service,Broad service category,MedicalWebPage; FAQPage,"Trauma Therapy in Louisville, KY | LMHG","Trauma therapy in Louisville for distressing memories, triggers, grief, anxiety, PTSD symptoms, and experiences that still feel active.",trauma therapy louisville ky,trauma-focused therapy louisville ky; ptsd therapy louisville ky,Trauma-informed support; When past experiences still feel active; EMDR as one related therapy path,Trauma therapy,"Use calm trauma-informed language without forcing disclosure or promising a specific outcome. Explain EMDR as one related option, not the whole category.",Distressing memories; triggers; sleep or relationship impact; EMDR; individual or family support,relive your trauma; breakthrough; cure PTSD; graphic trauma examples,/services/,/emdr-therapy/,"Broad service template: hero Group, service-routing card Grid, explanatory sections, related services, FAQ section, CTA. Use core Group/Columns/List/Buttons/Details where possible.",,,,,core-service,1,,Trauma Therapy,/emdr-therapy/
